 Types of current institution you are studying-,Gender,Current age in year,What is the name of your institution?,What class are you read in? ,What is your study group?,"Do you think if the course load will less/more than the current courses, your performance would be better/worst?",How many students in your in your SSC/ HSC/ Dhakil/ Alim class? ,Does anyone studied in madrasa from your family?,Who studied madrasa from your family members?,Is that your parents choice that is why you are studying in school/ Madrasa ?,What was your cost admitting to School/Madrasa/college?,What is your monthly fee in your school/Madrasa? ,What is your monthly fee in your school/Madrasa? .1,What is your father's profession?,What is your parents education status?,What is your mothers profession?,what types of house you are living?,In which subject you are more interested to study in your school/Madrasa? ,"According to your last year performance, in which subject you did very well? ",What is your marks range in mathematics for science/ict for Arts/ commerce(information and communications technology) from your last year final exam ? ) ,What is your marks range in English from your last year final exam ? ,"What was your ""JSC"" /JDC result?","If you are a ALIM/HSC student ,what was your SSC/ DAKHIL result?",Are you satisfied with your Math/Ict performance ? ,Are you satisfied with your English performance ? ,Do you speak English ? ,Do you think madrasa education system is better than school/College education system?(আপনি কি স্কুল শিক্ষা ব্যবস্থার চেয়ে মাদ্রাসা শিক্ষা ব্যবস্থাকে ভালো মনে করেন?),Do you have any intention to study at University (General Education) ? ,Did you participate in the Annual Math competition in your school/Madrasa?,Did you participate in the Annual  English writing competition in your school/Madrasa? ,How many hours you are doing  work(job) beside your study? ,During covid-19 did you study Math and English at your home? , Do you study Math and English to your private tutor?,Your private Tuition fee amount,"What strategy might be improving your Math and English skill, you think?",Did you study madrasa earlier?
College (কলেজ),Female (মহিলা),17,Kaoraid goyespur degree college,HSC / Alim Student (আলিম ছাত্র),Science (বিজ্ঞান),,52,Yes,Brother,It was my choice that is why i am studying in college,3000-4000Taka,100-300 Taka,1000,Imam of a mosque (মসজিদের ইমাম),studied in Madrasa,Housewife (গৃহিণী),House made of bricks with Tin roof (টিনের  ছাওনিসহ ইট দিয়ে তৈরি ঘর),Bangla(বাংলা),Bangla  (বাংলা),30-50%,50-70%,A-,A-,No (না),I don't understand the way my teacher teaching me English. (আমার শিক্ষক যেভাবে আমাকে ইংরেজি শেখাচ্ছেন তা আমি বুঝতে পারছি না।),I am afraid of English (আমি ইংরেজিকে ভয় পাই),No(না),Yes (হ্যাঁ),No (না),Yes (হ্যাঁ),I am currently unemployed ( আমি বর্তমানে বেকার ),Sometimes (মাঝে মাঝে),No(না),0,If my teacher gives me more time on these subject my skill will be improved (আমার শিক্ষক যদি আমাকে এই বিষয়ে আরও সময় দেন তবে আমার দক্ষতার উন্নতি হবে),No
College (কলেজ),Male (পুরুষ),19,Kaoraid goyespur degree college,HSC / Alim Student (আলিম ছাত্র),Science (বিজ্ঞান),,52,No,No one,It was my choice that is why i am studying in college,3000-4000Taka,100-300 Taka,1000,Farmer (কৃষক),"Have some religious knowledge from mosque,waaz mahfil not any kind of academic qualification",Housewife (গৃহিণী),House made of bricks with Tin roof (টিনের  ছাওনিসহ ইট দিয়ে তৈরি ঘর),English (ইংরেজি),English (ইংরেজি),50-70%,90-100%,A+,A+,Yes (হ্যাঁ),Yes (হ্যাঁ),I can speak English a little bit but am not fluent(আমি একটু একটু ইংরেজি বলতে পারি কিন্তু সাবলীল নই),No(না),I want to study in my local area not outside of my village area (আমি আমার গ্রামের এলাকার বাইরে নয় আমার স্থানীয় এলাকায় পড়াশোনা করতে চাই),No (না),Yes (হ্যাঁ),I am currently unemployed ( আমি বর্তমানে বেকার ),No (না),I am using an online platform and a private tutor both(আমি একটি অনলাইন প্ল্যাটফর্ম এবং একটি প্রাইভেট টিউটর উভয়ই ব্যবহার করছি),700,Our teacher should be trained (আমাদের শিক্ষকদের প্রশিক্ষণ দেওয়া উচিত),No
College (কলেজ),Female (মহিলা),15,Kaoraid goyespur degree college,HSC / Alim Student (আলিম ছাত্র),Science (বিজ্ঞান),,52,Yes,Relatives,My parents choice that is why I am studying in college,3000-4000Taka,100-300 Taka,1000,Government employee (সরকারি কর্মচারী),"Studied in school,colleges",Housewife (গৃহিণী),Roof house made of bricks ( ইট দিয়ে তৈরি  ছাদের বাড়ি),English (ইংরেজি),Math  (গণিত),90-100%,70-90%,A+,A+,Yes (হ্যাঁ),Yes (হ্যাঁ),I can speak English a little bit but am not fluent(আমি একটু একটু ইংরেজি বলতে পারি কিন্তু সাবলীল নই),No(না),Yes (হ্যাঁ),No (না),Yes (হ্যাঁ),I am currently unemployed ( আমি বর্তমানে বেকার ),Yes (হ্যাঁ),I am using an online platform and a private tutor both(আমি একটি অনলাইন প্ল্যাটফর্ম এবং একটি প্রাইভেট টিউটর উভয়ই ব্যবহার করছি),800,Our teacher should be trained (আমাদের শিক্ষকদের প্রশিক্ষণ দেওয়া উচিত),Yes
College (কলেজ),Male (পুরুষ),18,Kaoraid goyespur degree college,HSC / Alim Student (আলিম ছাত্র),Science (বিজ্ঞান),,52,Yes,Brother,It was my choice that is why i am studying in college,3000-4000Taka,100-300 Taka,1000,Primary school Teacher (প্রাথমিক স্কুল শিক্ষক),"Used to go in maktab ,after certain ages didnot continue study",Housewife (গৃহিণী),House made of bricks with Tin roof (টিনের  ছাওনিসহ ইট দিয়ে তৈরি ঘর),Bangla(বাংলা),Bangla  (বাংলা),50-70%,50-70%,A-,A-,No (না),I don't understand the way my teacher teaching me English. (আমার শিক্ষক যেভাবে আমাকে ইংরেজি শেখাচ্ছেন তা আমি বুঝতে পারছি না।),Yes  (হ্যাঁ),No(না),Yes (হ্যাঁ),No (না),Yes (হ্যাঁ),I am currently unemployed ( আমি বর্তমানে বেকার ),Sometimes (মাঝে মাঝে),I am using an online platform and a private tutor both(আমি একটি অনলাইন প্ল্যাটফর্ম এবং একটি প্রাইভেট টিউটর উভয়ই ব্যবহার করছি),800,Our teacher should be trained (আমাদের শিক্ষকদের প্রশিক্ষণ দেওয়া উচিত),Yes
College (কলেজ),Female (মহিলা),17,Kaoraid goyespur degree college,HSC / Alim Student (আলিম ছাত্র),Science (বিজ্ঞান),,52,No,No one,It was my choice that is why i am studying in college,3000-4000Taka,100-300 Taka,1000,Imam of a mosque (মসজিদের ইমাম),studied in Madrasa,Housewife (গৃহিণী),House made of bricks with Tin roof (টিনের  ছাওনিসহ ইট দিয়ে তৈরি ঘর),English (ইংরেজি),English (ইংরেজি),50-70%,70-90%,A-,A-,No (না),Yes (হ্যাঁ),No (না),No(না),Yes (হ্যাঁ),Yes (হ্যাঁ),No (না),I am currently unemployed ( আমি বর্তমানে বেকার ),Sometimes (মাঝে মাঝে),"I am using online platform(Facebook, YouTube) instead of learning from private tutor(আমি প্রাইভেট টিউটরের কাছ থেকে শেখার পরিবর্তে অনলাইন প্ল্যাটফর্ম (ফেস বুক, ইউটিউব) ব্যবহার করছি)",0,If my teacher gives me more time on these subject my skill will be improved (আমার শিক্ষক যদি আমাকে এই বিষয়ে আরও সময় দেন তবে আমার দক্ষতার উন্নতি হবে),Yes
College (কলেজ),Male (পুরুষ),18,Kaoraid goyespur degree college,HSC / Alim Student (আলিম ছাত্র),Science (বিজ্ঞান),,52,Yes,Brother,It was my choice that is why i am studying in college,3000-4000Taka,100-300 Taka,1000,Whole seller-Big Business man (পাইকারী বিক্রেতা),"Studied in school,colleges",Housewife (গৃহিণী),House made of bricks with Tin roof (টিনের  ছাওনিসহ ইট দিয়ে তৈরি ঘর),English (ইংরেজি),English (ইংরেজি),50-70%,90-100%,A,A,No (না),Yes (হ্যাঁ),Yes  (হ্যাঁ),No(না),Yes (হ্যাঁ),No (না),Yes (হ্যাঁ),I am currently unemployed ( আমি বর্তমানে বেকার ),Sometimes (মাঝে মাঝে),I am using an online platform and a private tutor both(আমি একটি অনলাইন প্ল্যাটফর্ম এবং একটি প্রাইভেট টিউটর উভয়ই ব্যবহার করছি),600,If my teacher gives me more time on these subject my skill will be improved (আমার শিক্ষক যদি আমাকে এই বিষয়ে আরও সময় দেন তবে আমার দক্ষতার উন্নতি হবে),No
College (কলেজ),Female (মহিলা),17,Kaoraid goyespur degree college,HSC / Alim Student (আলিম ছাত্র),Science (বিজ্ঞান),,52,Yes,Mother,It was my choice that is why i am studying in college,3000-4000Taka,100-300 Taka,1000,Primary school Teacher (প্রাথমিক স্কুল শিক্ষক),,Housewife (গৃহিণী),Mud house interior( টিন দিয়ে মাটির তৈরি ঘর),Bangla(বাংলা),Bangla  (বাংলা),70-90%,90-100%,A-,A,Yes (হ্যাঁ),Yes (হ্যাঁ),I am afraid of English (আমি ইংরেজিকে ভয় পাই),No(না),Yes (হ্যাঁ),No (না),No (না),I am currently unemployed ( আমি বর্তমানে বেকার ),Sometimes (মাঝে মাঝে),I am using an online platform and a private tutor both(আমি একটি অনলাইন প্ল্যাটফর্ম এবং একটি প্রাইভেট টিউটর উভয়ই ব্যবহার করছি),600,Our teacher should be trained (আমাদের শিক্ষকদের প্রশিক্ষণ দেওয়া উচিত),No
College (কলেজ),Male (পুরুষ),19,Kaoraid goyespur degree college,HSC / Alim Student (আলিম ছাত্র),Science (বিজ্ঞান),,52,No,No one,It was my choice that is why i am studying in college,3000-4000Taka,100-300 Taka,1000,Imam of a mosque (মসজিদের ইমাম),studied in Madrasa,Housewife (গৃহিণী),Mud house interior( টিন দিয়ে মাটির তৈরি ঘর),Bangla(বাংলা),Bangla  (বাংলা),30-50%,50-70%,B,A-,No (না),I don't understand the way my teacher teaching me English. (আমার শিক্ষক যেভাবে আমাকে ইংরেজি শেখাচ্ছেন তা আমি বুঝতে পারছি না।),I am afraid of English (আমি ইংরেজিকে ভয় পাই),No(না),Yes (হ্যাঁ),No (না),Yes (হ্যাঁ),I am currently unemployed ( আমি বর্তমানে বেকার ),Sometimes (মাঝে মাঝে),No(না),0,I need to take private tutor to improve my skill because i am afraid of my school/Madrasa teacher(আমার দক্ষতা বাড়াতে আমাকে প্রাইভেট টিউটর নিতে হবে কারণ আমি আমার স্কুল/মাদ্রাসার শিক্ষককে ভয় পাই),No
College (কলেজ),Female (মহিলা),18,Kaoraid goyespur degree college,HSC / Alim Student (আলিম ছাত্র),Science (বিজ্ঞান),,52,Yes,Mother,It was my choice that is why i am studying in college,3000-4000Taka,100-300 Taka,1000,Farmer (কৃষক),"Used to go in maktab ,after certain ages didnot continue study",Housewife (গৃহিণী),House made of bricks with Tin roof (টিনের  ছাওনিসহ ইট দিয়ে তৈরি ঘর),Bangla(বাংলা),Bangla  (বাংলা),30-50%,50-70%,A,B,No (না),I don't understand the way my teacher teaching me English. (আমার শিক্ষক যেভাবে আমাকে ইংরেজি শেখাচ্ছেন তা আমি বুঝতে পারছি না।),No (না),No(না),Yes (হ্যাঁ),No (না),No (না),I am currently unemployed ( আমি বর্তমানে বেকার ),Sometimes (মাঝে মাঝে),"I am using online platform(Facebook, YouTube) instead of learning from private tutor(আমি প্রাইভেট টিউটরের কাছ থেকে শেখার পরিবর্তে অনলাইন প্ল্যাটফর্ম (ফেস বুক, ইউটিউব) ব্যবহার করছি)",0,Our teacher should be trained (আমাদের শিক্ষকদের প্রশিক্ষণ দেওয়া উচিত),Yes
College (কলেজ),Male (পুরুষ),18,Kaoraid goyespur degree college,HSC / Alim Student (আলিম ছাত্র),Science (বিজ্ঞান),,52,No,No one,It was my choice that is why i am studying in college,3000-4000Taka,100-300 Taka,1000,Primary school Teacher (প্রাথমিক স্কুল শিক্ষক),"Studied in school,colleges",Housewife (গৃহিণী),House made of bricks with Tin roof (টিনের  ছাওনিসহ ইট দিয়ে তৈরি ঘর),Others (অন্যান্য),Others (অন্যান্য),50-70%,30-50%,A-,B,No (না),I don't understand the way my teacher teaching me English. (আমার শিক্ষক যেভাবে আমাকে ইংরেজি শেখাচ্ছেন তা আমি বুঝতে পারছি না।),I am afraid of English (আমি ইংরেজিকে ভয় পাই),No(না),Yes (হ্যাঁ),No (না),Yes (হ্যাঁ),I am currently unemployed ( আমি বর্তমানে বেকার ),Sometimes (মাঝে মাঝে),"I am using online platform(Facebook, YouTube) instead of learning from private tutor(আমি প্রাইভেট টিউটরের কাছ থেকে শেখার পরিবর্তে অনলাইন প্ল্যাটফর্ম (ফেস বুক, ইউটিউব) ব্যবহার করছি)",0,I need to take private tutor to improve my skill because i am afraid of my school/Madrasa teacher(আমার দক্ষতা বাড়াতে আমাকে প্রাইভেট টিউটর নিতে হবে কারণ আমি আমার স্কুল/মাদ্রাসার শিক্ষককে ভয় পাই),Yes
College (কলেজ),Female (মহিলা),18,Kaoraid goyespur degree college,HSC / Alim Student (আলিম ছাত্র),Science (বিজ্ঞান),,52,No,No one,My parents choice that is why I am studying in college,3000-4000Taka,100-300 Taka,1000,Farmer (কৃষক),Did not study at all,Others(অন্যান্য),Mud house interior( টিন দিয়ে মাটির তৈরি ঘর),Bangla(বাংলা),Others (অন্যান্য),30-50%,50-70%,C,B,I don't understand the way my teacher teaching me Math. (আমার শিক্ষক যেভাবে আমাকে গণিত শেখান তা আমি বুঝতে পারি না।),I don't understand the way my teacher teaching me English. (আমার শিক্ষক যেভাবে আমাকে ইংরেজি শেখাচ্ছেন তা আমি বুঝতে পারছি না।),I am afraid of English (আমি ইংরেজিকে ভয় পাই),No(না),I want to study in my local area not outside of my village area (আমি আমার গ্রামের এলাকার বাইরে নয় আমার স্থানীয় এলাকায় পড়াশোনা করতে চাই),No (না),Yes (হ্যাঁ),I am currently unemployed ( আমি বর্তমানে বেকার ),Not that much (অত বেশি না),"I am using online platform(Facebook, YouTube) instead of learning from private tutor(আমি প্রাইভেট টিউটরের কাছ থেকে শেখার পরিবর্তে অনলাইন প্ল্যাটফর্ম (ফেস বুক, ইউটিউব) ব্যবহার করছি)",0,Our teacher should be trained (আমাদের শিক্ষকদের প্রশিক্ষণ দেওয়া উচিত),No
College (কলেজ),Male (পুরুষ),18,Kaoraid goyespur degree college,HSC / Alim Student (আলিম ছাত্র),Science (বিজ্ঞান),,52,No,No one,It was my choice that is why i am studying in college,3000-4000Taka,100-300 Taka,1000,Imam of a mosque (মসজিদের ইমাম),studied in Madrasa,Others(অন্যান্য),complete Tin house (সম্পূর্ণ টিনের ঘর),Others (অন্যান্য),Others (অন্যান্য),30-50%,30-50%,B,B,I don't understand the way my teacher teaching me Math. (আমার শিক্ষক যেভাবে আমাকে গণিত শেখান তা আমি বুঝতে পারি না।),I don't understand the way my teacher teaching me English. (আমার শিক্ষক যেভাবে আমাকে ইংরেজি শেখাচ্ছেন তা আমি বুঝতে পারছি না।),I can speak English a little bit but am not fluent(আমি একটু একটু ইংরেজি বলতে পারি কিন্তু সাবলীল নই),No(না),I want to study in my local area not outside of my village area (আমি আমার গ্রামের এলাকার বাইরে নয় আমার স্থানীয় এলাকায় পড়াশোনা করতে চাই),No (না),No (না),I am currently unemployed ( আমি বর্তমানে বেকার ),Not that much (অত বেশি না),"I am using online platform(Facebook, YouTube) instead of learning from private tutor(আমি প্রাইভেট টিউটরের কাছ থেকে শেখার পরিবর্তে অনলাইন প্ল্যাটফর্ম (ফেস বুক, ইউটিউব) ব্যবহার করছি)",0,Our teacher should be trained (আমাদের শিক্ষকদের প্রশিক্ষণ দেওয়া উচিত),Yes
College (কলেজ),Female (মহিলা),18,Kaoraid goyespur degree college,HSC / Alim Student (আলিম ছাত্র),Science (বিজ্ঞান),,52,No,No one,It was my choice that is why i am studying in college,3000-4000Taka,100-300 Taka,1000,High school Teacher (উচ্চ বিদ্যালয়ের শিক্ষক),"Studied in school,colleges",Housewife (গৃহিণী),Roof house made of bricks ( ইট দিয়ে তৈরি  ছাদের বাড়ি),Others (অন্যান্য),Others (অন্যান্য),30-50%,50-70%,A-,A-,No (না),I don't understand the way my teacher teaching me English. (আমার শিক্ষক যেভাবে আমাকে ইংরেজি শেখাচ্ছেন তা আমি বুঝতে পারছি না।),I am afraid of English (আমি ইংরেজিকে ভয় পাই),No(না),Yes (হ্যাঁ),No (না),Yes (হ্যাঁ),I am currently unemployed ( আমি বর্তমানে বেকার ),Not that much (অত বেশি না),I am using an online platform and a private tutor both(আমি একটি অনলাইন প্ল্যাটফর্ম এবং একটি প্রাইভেট টিউটর উভয়ই ব্যবহার করছি),500,I have to give more time on my self to improve my skill (আমার দক্ষতা উন্নত করার জন্য আমাকে নিজের উপর আরও সময় দিতে হবে),Yes
College (কলেজ),Male (পুরুষ),18,Kaoraid goyespur degree college,HSC / Alim Student (আলিম ছাত্র),Science (বিজ্ঞান),,52,No,No one,My parents choice that is why I am studying in college,3000-4000Taka,100-300 Taka,1000,Small business man (ছোট ব্যবসায়ী),Did not study at all,Primary school Teacher (প্রাথমিক স্কুল শিক্ষক),Mud house interior( টিন দিয়ে মাটির তৈরি ঘর),Others (অন্যান্য),Others (অন্যান্য),50-70%,30-50%,C,B,I don't understand the way my teacher teaching me Math. (আমার শিক্ষক যেভাবে আমাকে গণিত শেখান তা আমি বুঝতে পারি না।),No (না),I am afraid of English (আমি ইংরেজিকে ভয় পাই),No(না),I want to study in my local area not outside of my village area (আমি আমার গ্রামের এলাকার বাইরে নয় আমার স্থানীয় এলাকায় পড়াশোনা করতে চাই),No (না),Yes (হ্যাঁ),I am currently unemployed ( আমি বর্তমানে বেকার ),Not that much (অত বেশি না),"I am using online platform(Facebook, YouTube) instead of learning from private tutor(আমি প্রাইভেট টিউটরের কাছ থেকে শেখার পরিবর্তে অনলাইন প্ল্যাটফর্ম (ফেস বুক, ইউটিউব) ব্যবহার করছি)",0,If my teacher gives me more time on these subject my skill will be improved (আমার শিক্ষক যদি আমাকে এই বিষয়ে আরও সময় দেন তবে আমার দক্ষতার উন্নতি হবে),Yes
College (কলেজ),Female (মহিলা),19,Kaoraid goyespur degree college,HSC / Alim Student (আলিম ছাত্র),Science (বিজ্ঞান),,52,No,No one,It was my choice that is why i am studying in college,3000-4000Taka,100-300 Taka,1000,Primary school Teacher (প্রাথমিক স্কুল শিক্ষক),"Studied in school,colleges",Housewife (গৃহিণী),House made of bricks with Tin roof (টিনের  ছাওনিসহ ইট দিয়ে তৈরি ঘর),English (ইংরেজি),Bangla  (বাংলা),30-50%,50-70%,B,B,I don't understand the way my teacher teaching me Math. (আমার শিক্ষক যেভাবে আমাকে গণিত শেখান তা আমি বুঝতে পারি না।),Yes (হ্যাঁ),I am afraid of English (আমি ইংরেজিকে ভয় পাই),No(না),Yes (হ্যাঁ),No (না),No (না),I am currently unemployed ( আমি বর্তমানে বেকার ),Sometimes (মাঝে মাঝে),I am using an online platform and a private tutor both(আমি একটি অনলাইন প্ল্যাটফর্ম এবং একটি প্রাইভেট টিউটর উভয়ই ব্যবহার করছি),500,Our teacher should be trained (আমাদের শিক্ষকদের প্রশিক্ষণ দেওয়া উচিত),Yes
College (কলেজ),Male (পুরুষ),19,Kaoraid goyespur degree college,HSC / Alim Student (আলিম ছাত্র),Science (বিজ্ঞান),,52,No,No one,It was my choice that is why i am studying in college,3000-4000Taka,100-300 Taka,1000,Farmer (কৃষক),"Used to go in maktab ,after certain ages didnot continue study",Housewife (গৃহিণী),complete Tin house (সম্পূর্ণ টিনের ঘর),Others (অন্যান্য),Others (অন্যান্য),30-50%,50-70%,A-,A-,I don't understand the way my teacher teaching me Math. (আমার শিক্ষক যেভাবে আমাকে গণিত শেখান তা আমি বুঝতে পারি না।),I don't understand the way my teacher teaching me English. (আমার শিক্ষক যেভাবে আমাকে ইংরেজি শেখাচ্ছেন তা আমি বুঝতে পারছি না।),I am afraid of English (আমি ইংরেজিকে ভয় পাই),No(না),Yes (হ্যাঁ),No (না),No (না),I am currently unemployed ( আমি বর্তমানে বেকার ),Sometimes (মাঝে মাঝে),"I am using online platform(Facebook, YouTube) instead of learning from private tutor(আমি প্রাইভেট টিউটরের কাছ থেকে শেখার পরিবর্তে অনলাইন প্ল্যাটফর্ম (ফেস বুক, ইউটিউব) ব্যবহার করছি)",0,Our teacher should be trained (আমাদের শিক্ষকদের প্রশিক্ষণ দেওয়া উচিত),Yes
College (কলেজ),Female (মহিলা),17,Kaoraid goyespur degree college,HSC / Alim Student (আলিম ছাত্র),Science (বিজ্ঞান),,52,No,No one,It was my choice that is why i am studying in college,3000-4000Taka,100-300 Taka,1000,Small business man (ছোট ব্যবসায়ী),"Have some religious knowledge from mosque,waaz mahfil not any kind of academic qualification",Housewife (গৃহিণী),complete Tin house (সম্পূর্ণ টিনের ঘর),Others (অন্যান্য),Others (অন্যান্য),30-50%,30-50%,B,A-,I don't understand the way my teacher teaching me Math. (আমার শিক্ষক যেভাবে আমাকে গণিত শেখান তা আমি বুঝতে পারি না।),No (না),I am afraid of English (আমি ইংরেজিকে ভয় পাই),No(না),I want to study in my local area not outside of my village area (আমি আমার গ্রামের এলাকার বাইরে নয় আমার স্থানীয় এলাকায় পড়াশোনা করতে চাই),No (না),Yes (হ্যাঁ),I am currently unemployed ( আমি বর্তমানে বেকার ),Not that much (অত বেশি না),"I am using online platform(Facebook, YouTube) instead of learning from private tutor(আমি প্রাইভেট টিউটরের কাছ থেকে শেখার পরিবর্তে অনলাইন প্ল্যাটফর্ম (ফেস বুক, ইউটিউব) ব্যবহার করছি)",500,Our teacher should be trained (আমাদের শিক্ষকদের প্রশিক্ষণ দেওয়া উচিত),Yes
College (কলেজ),Male (পুরুষ),19,Kaoraid goyespur degree college,HSC / Alim Student (আলিম ছাত্র),Science (বিজ্ঞান),,52,Yes,Mother,My parents choice that is why I am studying in college,3000-4000Taka,100-300 Taka,1000,Farmer (কৃষক),"Used to go in maktab ,after certain ages didnot continue study",Housewife (গৃহিণী),complete Tin house (সম্পূর্ণ টিনের ঘর),Others (অন্যান্য),Others (অন্যান্য),30-50%,50-70%,A-,A-,I don't understand the way my teacher teaching me Math. (আমার শিক্ষক যেভাবে আমাকে গণিত শেখান তা আমি বুঝতে পারি না।),I don't understand the way my teacher teaching me English. (আমার শিক্ষক যেভাবে আমাকে ইংরেজি শেখাচ্ছেন তা আমি বুঝতে পারছি না।),I am afraid of English (আমি ইংরেজিকে ভয় পাই),No(না),I want to study in my local area not outside of my village area (আমি আমার গ্রামের এলাকার বাইরে নয় আমার স্থানীয় এলাকায় পড়াশোনা করতে চাই),Yes (হ্যাঁ),Yes (হ্যাঁ),I am currently unemployed ( আমি বর্তমানে বেকার ),Sometimes (মাঝে মাঝে),I am using an online platform and a private tutor both(আমি একটি অনলাইন প্ল্যাটফর্ম এবং একটি প্রাইভেট টিউটর উভয়ই ব্যবহার করছি),500,Our teacher should be trained (আমাদের শিক্ষকদের প্রশিক্ষণ দেওয়া উচিত),No
College (কলেজ),Female (মহিলা),18,Kaoraid goyespur degree college,HSC / Alim Student (আলিম ছাত্র),Science (বিজ্ঞান),,52,Yes,Brother,It was my choice that is why i am studying in college,3000-4000Taka,100-300 Taka,1000,Farmer (কৃষক),"Have some religious knowledge from mosque,waaz mahfil not any kind of academic qualification",Private Employee (বেসরকারি কর্মচারী),complete Tin house (সম্পূর্ণ টিনের ঘর),Others (অন্যান্য),Others (অন্যান্য),50-70%,30-50%,A,B,I don't understand the way my teacher teaching me Math. (আমার শিক্ষক যেভাবে আমাকে গণিত শেখান তা আমি বুঝতে পারি না।),I don't understand the way my teacher teaching me English. (আমার শিক্ষক যেভাবে আমাকে ইংরেজি শেখাচ্ছেন তা আমি বুঝতে পারছি না।),I can speak English a little bit but am not fluent(আমি একটু একটু ইংরেজি বলতে পারি কিন্তু সাবলীল নই),No(না),I want to study in my local area not outside of my village area (আমি আমার গ্রামের এলাকার বাইরে নয় আমার স্থানীয় এলাকায় পড়াশোনা করতে চাই),No (না),Yes (হ্যাঁ),I am currently unemployed ( আমি বর্তমানে বেকার ),Not that much (অত বেশি না),"I am using online platform(Facebook, YouTube) instead of learning from private tutor(আমি প্রাইভেট টিউটরের কাছ থেকে শেখার পরিবর্তে অনলাইন প্ল্যাটফর্ম (ফেস বুক, ইউটিউব) ব্যবহার করছি)",0,I need to take private tutor to improve my skill because i am afraid of my school/Madrasa teacher(আমার দক্ষতা বাড়াতে আমাকে প্রাইভেট টিউটর নিতে হবে কারণ আমি আমার স্কুল/মাদ্রাসার শিক্ষককে ভয় পাই),Yes
College (কলেজ),Male (পুরুষ),19,Kaoraid goyespur degree college,HSC / Alim Student (আলিম ছাত্র),Science (বিজ্ঞান),,52,Yes,Mother,It was my choice that is why i am studying in college,3000-4000Taka,100-300 Taka,1000,Primary school Teacher (প্রাথমিক স্কুল শিক্ষক),"Studied in school,colleges",Housewife (গৃহিণী),Mud house interior( টিন দিয়ে মাটির তৈরি ঘর),Bangla(বাংলা),Bangla  (বাংলা),70-90%,50-70%,B,A,No (না),I don't understand the way my teacher teaching me English. (আমার শিক্ষক যেভাবে আমাকে ইংরেজি শেখাচ্ছেন তা আমি বুঝতে পারছি না।),I can speak English a little bit but am not fluent(আমি একটু একটু ইংরেজি বলতে পারি কিন্তু সাবলীল নই),No(না),Yes (হ্যাঁ),No (না),Yes (হ্যাঁ),I am currently unemployed ( আমি বর্তমানে বেকার ),Sometimes (মাঝে মাঝে),"I am using online platform(Facebook, YouTube) instead of learning from private tutor(আমি প্রাইভেট টিউটরের কাছ থেকে শেখার পরিবর্তে অনলাইন প্ল্যাটফর্ম (ফেস বুক, ইউটিউব) ব্যবহার করছি)",0,I have to give more time on my self to improve my skill (আমার দক্ষতা উন্নত করার জন্য আমাকে নিজের উপর আরও সময় দিতে হবে),Yes
College (কলেজ),Female (মহিলা),17,Kaoraid goyespur degree college,HSC / Alim Student (আলিম ছাত্র),Science (বিজ্ঞান),,52,No,No one,My parents choice that is why I am studying in college,3000-4000Taka,100-300 Taka,1000,Professor(অধ্যাপক),"Studied in school,colleges",Housewife (গৃহিণী),Roof house made of bricks ( ইট দিয়ে তৈরি  ছাদের বাড়ি),Math (গণিত),Math  (গণিত),90-100%,50-70%,A+,A,Yes (হ্যাঁ),I don't understand the way my teacher teaching me English. (আমার শিক্ষক যেভাবে আমাকে ইংরেজি শেখাচ্ছেন তা আমি বুঝতে পারছি না।),I can speak English a little bit but am not fluent(আমি একটু একটু ইংরেজি বলতে পারি কিন্তু সাবলীল নই),No(না),Yes (হ্যাঁ),Yes (হ্যাঁ),No (না),I am currently unemployed ( আমি বর্তমানে বেকার ),Not that much (অত বেশি না),"I am using online platform(Facebook, YouTube) instead of learning from private tutor(আমি প্রাইভেট টিউটরের কাছ থেকে শেখার পরিবর্তে অনলাইন প্ল্যাটফর্ম (ফেস বুক, ইউটিউব) ব্যবহার করছি)",0,Our teacher should be trained (আমাদের শিক্ষকদের প্রশিক্ষণ দেওয়া উচিত),No
College (কলেজ),Male (পুরুষ),16,Kaoraid goyespur degree college,HSC / Alim Student (আলিম ছাত্র),Science (বিজ্ঞান),,52,Yes,Sister,It was my choice that is why i am studying in college,3000-4000Taka,100-300 Taka,1000,High school Teacher (উচ্চ বিদ্যালয়ের শিক্ষক),"Studied in school,colleges",Private Employee (বেসরকারি কর্মচারী),Roof house made of bricks ( ইট দিয়ে তৈরি  ছাদের বাড়ি),English (ইংরেজি),English (ইংরেজি),50-70%,90-100%,A+,A-,No (না),Yes (হ্যাঁ),I am afraid of English (আমি ইংরেজিকে ভয় পাই),No(না),Yes (হ্যাঁ),No (না),Yes (হ্যাঁ),I am currently unemployed ( আমি বর্তমানে বেকার ),Sometimes (মাঝে মাঝে),"I am using online platform(Facebook, YouTube) instead of learning from private tutor(আমি প্রাইভেট টিউটরের কাছ থেকে শেখার পরিবর্তে অনলাইন প্ল্যাটফর্ম (ফেস বুক, ইউটিউব) ব্যবহার করছি)",0,Our teacher should be trained (আমাদের শিক্ষকদের প্রশিক্ষণ দেওয়া উচিত),Yes
